image,label
train/input/TAF_9.png,train/class_2/TAF_9.png
train/input/cpj10_10.png,train/class_2/cpj10_10.png
train/input/cpj10_11.png,train/class_2/cpj10_11.png
train/input/cpj10_12.png,train/class_2/cpj10_12.png
train/input/cpj10_14.png,train/class_2/cpj10_14.png
train/input/cpj10_15.png,train/class_2/cpj10_15.png
train/input/cpj10_16.png,train/class_2/cpj10_16.png
train/input/cpj10_17.png,train/class_2/cpj10_17.png
train/input/cpj10_2.png,train/class_2/cpj10_2.png
train/input/cpj10_20.png,train/class_2/cpj10_20.png
train/input/cpj10_21.png,train/class_2/cpj10_21.png
train/input/cpj10_22.png,train/class_2/cpj10_22.png
train/input/cpj10_24.png,train/class_2/cpj10_24.png
train/input/cpj10_3.png,train/class_2/cpj10_3.png
train/input/cpj10_4.png,train/class_2/cpj10_4.png
train/input/cpj10_5.png,train/class_2/cpj10_5.png
train/input/cpj10_6.png,train/class_2/cpj10_6.png
train/input/cpj10_7.png,train/class_2/cpj10_7.png
train/input/cpj10_8.png,train/class_2/cpj10_8.png
train/input/cpj10_9.png,train/class_2/cpj10_9.png
train/input/cpj11_12.png,train/class_2/cpj11_12.png
train/input/cpj11_15.png,train/class_2/cpj11_15.png
train/input/cpj11_16.png,train/class_2/cpj11_16.png
train/input/cpj11_17.png,train/class_2/cpj11_17.png
train/input/cpj11_18.png,train/class_2/cpj11_18.png
train/input/cpj11_19.png,train/class_2/cpj11_19.png
train/input/cpj11_2.png,train/class_2/cpj11_2.png
train/input/cpj11_20.png,train/class_2/cpj11_20.png
train/input/cpj11_21.png,train/class_2/cpj11_21.png
train/input/cpj11_22.png,train/class_2/cpj11_22.png
train/input/cpj11_24.png,train/class_2/cpj11_24.png
train/input/cpj11_25.png,train/class_2/cpj11_25.png
train/input/cpj11_26.png,train/class_2/cpj11_26.png
train/input/cpj11_3.png,train/class_2/cpj11_3.png
train/input/cpj11_4.png,train/class_2/cpj11_4.png
train/input/cpj11_41.png,train/class_2/cpj11_41.png
train/input/cpj11_44.png,train/class_2/cpj11_44.png
train/input/cpj11_6.png,train/class_2/cpj11_6.png
train/input/cpj11_7.png,train/class_2/cpj11_7.png
train/input/cpj11_8.png,train/class_2/cpj11_8.png
train/input/cpj11_9.png,train/class_2/cpj11_9.png
train/input/cpj12_1.png,train/class_2/cpj12_1.png
train/input/cpj12_10.png,train/class_2/cpj12_10.png
train/input/cpj12_12.png,train/class_2/cpj12_12.png
train/input/cpj12_13.png,train/class_2/cpj12_13.png
train/input/cpj12_14.png,train/class_2/cpj12_14.png
train/input/cpj12_15.png,train/class_2/cpj12_15.png
train/input/cpj12_17.png,train/class_2/cpj12_17.png
train/input/cpj12_18.png,train/class_2/cpj12_18.png
train/input/cpj12_19.png,train/class_2/cpj12_19.png
train/input/cpj12_20.png,train/class_2/cpj12_20.png
train/input/cpj12_21.png,train/class_2/cpj12_21.png
train/input/cpj12_22.png,train/class_2/cpj12_22.png
train/input/cpj12_23.png,train/class_2/cpj12_23.png
train/input/cpj12_3.png,train/class_2/cpj12_3.png
train/input/cpj12_4.png,train/class_2/cpj12_4.png
train/input/cpj12_5.png,train/class_2/cpj12_5.png
train/input/cpj12_6.png,train/class_2/cpj12_6.png
train/input/cpj12_7.png,train/class_2/cpj12_7.png
train/input/cpj12_8.png,train/class_2/cpj12_8.png
train/input/cpj12_9.png,train/class_2/cpj12_9.png
train/input/cpj13_10.png,train/class_2/cpj13_10.png
train/input/cpj13_11.png,train/class_2/cpj13_11.png
train/input/cpj13_13.png,train/class_2/cpj13_13.png
train/input/cpj13_14.png,train/class_2/cpj13_14.png
train/input/cpj13_15.png,train/class_2/cpj13_15.png
train/input/cpj13_17.png,train/class_2/cpj13_17.png
train/input/cpj13_18.png,train/class_2/cpj13_18.png
train/input/cpj13_19.png,train/class_2/cpj13_19.png
train/input/cpj13_2.png,train/class_2/cpj13_2.png
train/input/cpj13_20.png,train/class_2/cpj13_20.png
train/input/cpj13_21.png,train/class_2/cpj13_21.png
train/input/cpj13_23.png,train/class_2/cpj13_23.png
train/input/cpj13_24.png,train/class_2/cpj13_24.png
train/input/cpj13_3.png,train/class_2/cpj13_3.png
train/input/cpj13_4.png,train/class_2/cpj13_4.png
train/input/cpj13_5.png,train/class_2/cpj13_5.png
train/input/cpj13_6.png,train/class_2/cpj13_6.png
train/input/cpj13_7.png,train/class_2/cpj13_7.png
train/input/cpj13_8.png,train/class_2/cpj13_8.png
train/input/cpj13_9.png,train/class_2/cpj13_9.png
train/input/cpj14_1.png,train/class_2/cpj14_1.png
train/input/cpj14_10.png,train/class_2/cpj14_10.png
train/input/cpj14_11.png,train/class_2/cpj14_11.png
train/input/cpj14_12.png,train/class_2/cpj14_12.png
train/input/cpj14_13.png,train/class_2/cpj14_13.png
train/input/cpj14_14.png,train/class_2/cpj14_14.png
train/input/cpj14_17.png,train/class_2/cpj14_17.png
train/input/cpj14_19.png,train/class_2/cpj14_19.png
train/input/cpj14_2.png,train/class_2/cpj14_2.png
train/input/cpj14_20.png,train/class_2/cpj14_20.png
train/input/cpj14_21.png,train/class_2/cpj14_21.png
train/input/cpj14_22.png,train/class_2/cpj14_22.png
train/input/cpj14_23.png,train/class_2/cpj14_23.png
train/input/cpj14_24.png,train/class_2/cpj14_24.png
train/input/cpj14_4.png,train/class_2/cpj14_4.png
train/input/cpj14_6.png,train/class_2/cpj14_6.png
train/input/cpj14_7.png,train/class_2/cpj14_7.png
train/input/cpj14_8.png,train/class_2/cpj14_8.png
train/input/cpj15_1.png,train/class_2/cpj15_1.png
train/input/cpj15_10.png,train/class_2/cpj15_10.png
train/input/cpj15_11.png,train/class_2/cpj15_11.png
train/input/cpj15_12.png,train/class_2/cpj15_12.png
train/input/cpj15_13.png,train/class_2/cpj15_13.png
train/input/cpj15_14.png,train/class_2/cpj15_14.png
train/input/cpj15_15.png,train/class_2/cpj15_15.png
train/input/cpj15_16.png,train/class_2/cpj15_16.png
train/input/cpj15_17.png,train/class_2/cpj15_17.png
train/input/cpj15_18.png,train/class_2/cpj15_18.png
train/input/cpj15_19.png,train/class_2/cpj15_19.png
train/input/cpj15_2.png,train/class_2/cpj15_2.png
train/input/cpj15_20.png,train/class_2/cpj15_20.png
train/input/cpj15_21.png,train/class_2/cpj15_21.png
train/input/cpj15_23.png,train/class_2/cpj15_23.png
train/input/cpj15_24.png,train/class_2/cpj15_24.png
train/input/cpj15_3.png,train/class_2/cpj15_3.png
train/input/cpj15_4.png,train/class_2/cpj15_4.png
train/input/cpj15_5.png,train/class_2/cpj15_5.png
train/input/cpj15_6.png,train/class_2/cpj15_6.png
train/input/cpj15_7.png,train/class_2/cpj15_7.png
train/input/cpj15_8.png,train/class_2/cpj15_8.png
train/input/cpj15_9.png,train/class_2/cpj15_9.png
train/input/cpj16_10.png,train/class_2/cpj16_10.png
train/input/cpj16_11.png,train/class_2/cpj16_11.png
train/input/cpj16_12.png,train/class_2/cpj16_12.png
train/input/cpj16_14.png,train/class_2/cpj16_14.png
train/input/cpj16_16.png,train/class_2/cpj16_16.png
train/input/cpj16_17.png,train/class_2/cpj16_17.png
train/input/cpj16_18.png,train/class_2/cpj16_18.png
train/input/cpj16_19.png,train/class_2/cpj16_19.png
train/input/cpj16_20.png,train/class_2/cpj16_20.png
train/input/cpj16_21.png,train/class_2/cpj16_21.png
train/input/cpj16_23.png,train/class_2/cpj16_23.png
train/input/cpj16_24.png,train/class_2/cpj16_24.png
train/input/cpj16_4.png,train/class_2/cpj16_4.png
train/input/cpj16_5.png,train/class_2/cpj16_5.png
train/input/cpj16_6.png,train/class_2/cpj16_6.png
train/input/cpj16_9.png,train/class_2/cpj16_9.png
train/input/cpj17_1.png,train/class_2/cpj17_1.png
train/input/cpj17_10.png,train/class_2/cpj17_10.png
train/input/cpj17_11.png,train/class_2/cpj17_11.png
train/input/cpj17_12.png,train/class_2/cpj17_12.png
train/input/cpj17_13.png,train/class_2/cpj17_13.png
train/input/cpj17_14.png,train/class_2/cpj17_14.png
train/input/cpj17_15.png,train/class_2/cpj17_15.png
train/input/cpj17_16.png,train/class_2/cpj17_16.png
train/input/cpj17_17.png,train/class_2/cpj17_17.png
train/input/cpj17_18.png,train/class_2/cpj17_18.png
train/input/cpj17_19.png,train/class_2/cpj17_19.png
train/input/cpj17_2.png,train/class_2/cpj17_2.png
train/input/cpj17_20.png,train/class_2/cpj17_20.png
train/input/cpj17_21.png,train/class_2/cpj17_21.png
train/input/cpj17_22.png,train/class_2/cpj17_22.png
train/input/cpj17_23.png,train/class_2/cpj17_23.png
train/input/cpj17_24.png,train/class_2/cpj17_24.png
train/input/cpj17_3.png,train/class_2/cpj17_3.png
train/input/cpj17_4.png,train/class_2/cpj17_4.png
train/input/cpj17_5.png,train/class_2/cpj17_5.png
train/input/cpj17_6.png,train/class_2/cpj17_6.png
train/input/cpj17_7.png,train/class_2/cpj17_7.png
train/input/cpj17_8.png,train/class_2/cpj17_8.png
train/input/cpj17_9.png,train/class_2/cpj17_9.png
train/input/cpj1_1.png,train/class_2/cpj1_1.png
train/input/cpj1_10.png,train/class_2/cpj1_10.png
train/input/cpj1_11.png,train/class_2/cpj1_11.png
train/input/cpj1_12.png,train/class_2/cpj1_12.png
train/input/cpj1_13.png,train/class_2/cpj1_13.png
train/input/cpj1_14.png,train/class_2/cpj1_14.png
train/input/cpj1_16.png,train/class_2/cpj1_16.png
train/input/cpj1_17.png,train/class_2/cpj1_17.png
train/input/cpj1_19.png,train/class_2/cpj1_19.png
train/input/cpj1_2.png,train/class_2/cpj1_2.png
train/input/cpj1_20.png,train/class_2/cpj1_20.png
train/input/cpj1_21.png,train/class_2/cpj1_21.png
train/input/cpj1_23.png,train/class_2/cpj1_23.png
train/input/cpj1_25.png,train/class_2/cpj1_25.png
train/input/cpj1_26.png,train/class_2/cpj1_26.png
train/input/cpj1_27.png,train/class_2/cpj1_27.png
train/input/cpj1_4.png,train/class_2/cpj1_4.png
train/input/cpj1_5.png,train/class_2/cpj1_5.png
train/input/cpj2_1.png,train/class_2/cpj2_1.png
train/input/cpj2_10.png,train/class_2/cpj2_10.png
train/input/cpj2_12.png,train/class_2/cpj2_12.png
train/input/cpj2_13.png,train/class_2/cpj2_13.png
train/input/cpj2_14.png,train/class_2/cpj2_14.png
train/input/cpj2_15.png,train/class_2/cpj2_15.png
train/input/cpj2_16.png,train/class_2/cpj2_16.png
train/input/cpj2_17.png,train/class_2/cpj2_17.png
train/input/cpj2_18.png,train/class_2/cpj2_18.png
train/input/cpj2_19.png,train/class_2/cpj2_19.png
train/input/cpj2_2.png,train/class_2/cpj2_2.png
train/input/cpj2_20.png,train/class_2/cpj2_20.png
train/input/cpj2_23.png,train/class_2/cpj2_23.png
train/input/cpj2_24.png,train/class_2/cpj2_24.png
train/input/cpj2_3.png,train/class_2/cpj2_3.png
train/input/cpj2_4.png,train/class_2/cpj2_4.png
train/input/cpj2_5.png,train/class_2/cpj2_5.png
train/input/cpj2_6.png,train/class_2/cpj2_6.png
train/input/cpj2_7.png,train/class_2/cpj2_7.png
train/input/cpj2_8.png,train/class_2/cpj2_8.png
train/input/cpj3_1.png,train/class_2/cpj3_1.png
train/input/cpj3_10.png,train/class_2/cpj3_10.png
train/input/cpj3_11.png,train/class_2/cpj3_11.png
train/input/cpj3_12.png,train/class_2/cpj3_12.png
train/input/cpj3_13.png,train/class_2/cpj3_13.png
train/input/cpj3_14.png,train/class_2/cpj3_14.png
train/input/cpj3_15.png,train/class_2/cpj3_15.png
train/input/cpj3_16.png,train/class_2/cpj3_16.png
train/input/cpj3_17.png,train/class_2/cpj3_17.png
train/input/cpj3_18.png,train/class_2/cpj3_18.png
train/input/cpj3_19.png,train/class_2/cpj3_19.png
train/input/cpj3_2.png,train/class_2/cpj3_2.png
train/input/cpj3_21.png,train/class_2/cpj3_21.png
train/input/cpj3_22.png,train/class_2/cpj3_22.png
train/input/cpj3_23.png,train/class_2/cpj3_23.png
train/input/cpj3_24.png,train/class_2/cpj3_24.png
train/input/cpj3_3.png,train/class_2/cpj3_3.png
train/input/cpj3_4.png,train/class_2/cpj3_4.png
train/input/cpj3_5.png,train/class_2/cpj3_5.png
train/input/cpj3_8.png,train/class_2/cpj3_8.png
train/input/cpj3_9.png,train/class_2/cpj3_9.png
train/input/cpj4_10.png,train/class_2/cpj4_10.png
train/input/cpj4_11.png,train/class_2/cpj4_11.png
train/input/cpj4_12.png,train/class_2/cpj4_12.png
train/input/cpj4_13.png,train/class_2/cpj4_13.png
train/input/cpj4_14.png,train/class_2/cpj4_14.png
train/input/cpj4_15.png,train/class_2/cpj4_15.png
train/input/cpj4_16.png,train/class_2/cpj4_16.png
train/input/cpj4_17.png,train/class_2/cpj4_17.png
train/input/cpj4_18.png,train/class_2/cpj4_18.png
train/input/cpj4_19.png,train/class_2/cpj4_19.png
train/input/cpj4_2.png,train/class_2/cpj4_2.png
train/input/cpj4_20.png,train/class_2/cpj4_20.png
train/input/cpj4_21.png,train/class_2/cpj4_21.png
train/input/cpj4_22.png,train/class_2/cpj4_22.png
train/input/cpj4_23.png,train/class_2/cpj4_23.png
train/input/cpj4_24.png,train/class_2/cpj4_24.png
train/input/cpj4_3.png,train/class_2/cpj4_3.png
train/input/cpj4_5.png,train/class_2/cpj4_5.png
train/input/cpj4_6.png,train/class_2/cpj4_6.png
train/input/cpj4_8.png,train/class_2/cpj4_8.png
train/input/cpj4_9.png,train/class_2/cpj4_9.png
train/input/cpj5_1.png,train/class_2/cpj5_1.png
train/input/cpj5_10.png,train/class_2/cpj5_10.png
train/input/cpj5_11.png,train/class_2/cpj5_11.png
train/input/cpj5_12.png,train/class_2/cpj5_12.png
train/input/cpj5_13.png,train/class_2/cpj5_13.png
train/input/cpj5_14.png,train/class_2/cpj5_14.png
train/input/cpj5_15.png,train/class_2/cpj5_15.png
train/input/cpj5_16.png,train/class_2/cpj5_16.png
train/input/cpj5_17.png,train/class_2/cpj5_17.png
train/input/cpj5_18.png,train/class_2/cpj5_18.png
train/input/cpj5_19.png,train/class_2/cpj5_19.png
train/input/cpj5_2.png,train/class_2/cpj5_2.png
train/input/cpj5_20.png,train/class_2/cpj5_20.png
train/input/cpj5_21.png,train/class_2/cpj5_21.png
train/input/cpj5_22.png,train/class_2/cpj5_22.png
train/input/cpj5_23.png,train/class_2/cpj5_23.png
train/input/cpj5_5.png,train/class_2/cpj5_5.png
train/input/cpj5_6.png,train/class_2/cpj5_6.png
train/input/cpj5_7.png,train/class_2/cpj5_7.png
train/input/cpj5_8.png,train/class_2/cpj5_8.png
train/input/cpj5_9.png,train/class_2/cpj5_9.png
train/input/cpj6_1.png,train/class_2/cpj6_1.png
train/input/cpj6_10.png,train/class_2/cpj6_10.png
train/input/cpj6_11.png,train/class_2/cpj6_11.png
train/input/cpj6_12.png,train/class_2/cpj6_12.png
train/input/cpj6_13.png,train/class_2/cpj6_13.png
train/input/cpj6_14.png,train/class_2/cpj6_14.png
train/input/cpj6_15.png,train/class_2/cpj6_15.png
train/input/cpj6_16.png,train/class_2/cpj6_16.png
train/input/cpj6_17.png,train/class_2/cpj6_17.png
train/input/cpj6_18.png,train/class_2/cpj6_18.png
train/input/cpj6_19.png,train/class_2/cpj6_19.png
train/input/cpj6_2.png,train/class_2/cpj6_2.png
train/input/cpj6_20.png,train/class_2/cpj6_20.png
train/input/cpj6_21.png,train/class_2/cpj6_21.png
train/input/cpj6_22.png,train/class_2/cpj6_22.png
train/input/cpj6_23.png,train/class_2/cpj6_23.png
train/input/cpj6_3.png,train/class_2/cpj6_3.png
train/input/cpj6_4.png,train/class_2/cpj6_4.png
train/input/cpj6_7.png,train/class_2/cpj6_7.png
train/input/cpj6_8.png,train/class_2/cpj6_8.png
train/input/cpj7_1.png,train/class_2/cpj7_1.png
train/input/cpj7_10.png,train/class_2/cpj7_10.png
train/input/cpj7_11.png,train/class_2/cpj7_11.png
train/input/cpj7_12.png,train/class_2/cpj7_12.png
train/input/cpj7_133.png,train/class_2/cpj7_133.png
train/input/cpj7_14.png,train/class_2/cpj7_14.png
train/input/cpj7_15.png,train/class_2/cpj7_15.png
train/input/cpj7_16.png,train/class_2/cpj7_16.png
train/input/cpj7_17.png,train/class_2/cpj7_17.png
train/input/cpj7_19.png,train/class_2/cpj7_19.png
train/input/cpj7_2.png,train/class_2/cpj7_2.png
train/input/cpj7_20.png,train/class_2/cpj7_20.png
train/input/cpj7_21.png,train/class_2/cpj7_21.png
train/input/cpj7_22.png,train/class_2/cpj7_22.png
train/input/cpj7_23.png,train/class_2/cpj7_23.png
train/input/cpj7_24.png,train/class_2/cpj7_24.png
train/input/cpj7_4.png,train/class_2/cpj7_4.png
train/input/cpj7_6.png,train/class_2/cpj7_6.png
train/input/cpj7_7.png,train/class_2/cpj7_7.png
train/input/cpj7_8.png,train/class_2/cpj7_8.png
train/input/cpj7_9.png,train/class_2/cpj7_9.png
train/input/cpj7j_1.png,train/class_2/cpj7j_1.png
train/input/cpj7j_11.png,train/class_2/cpj7j_11.png
train/input/cpj7j_12.png,train/class_2/cpj7j_12.png
train/input/cpj7j_13.png,train/class_2/cpj7j_13.png
train/input/cpj7j_14.png,train/class_2/cpj7j_14.png
train/input/cpj7j_15.png,train/class_2/cpj7j_15.png
train/input/cpj7j_16.png,train/class_2/cpj7j_16.png
train/input/cpj7j_17.png,train/class_2/cpj7j_17.png
train/input/cpj7j_18.png,train/class_2/cpj7j_18.png
train/input/cpj7j_19.png,train/class_2/cpj7j_19.png
train/input/cpj7j_20.png,train/class_2/cpj7j_20.png
train/input/cpj7j_22.png,train/class_2/cpj7j_22.png
train/input/cpj7j_23.png,train/class_2/cpj7j_23.png
train/input/cpj7j_24.png,train/class_2/cpj7j_24.png
train/input/cpj7j_3.png,train/class_2/cpj7j_3.png
train/input/cpj7j_4.png,train/class_2/cpj7j_4.png
train/input/cpj7j_5.png,train/class_2/cpj7j_5.png
train/input/cpj7j_6.png,train/class_2/cpj7j_6.png
train/input/cpj7j_8.png,train/class_2/cpj7j_8.png
train/input/cpj7j_9.png,train/class_2/cpj7j_9.png
train/input/cpj8a_10.png,train/class_2/cpj8a_10.png
train/input/cpj8a_11.png,train/class_2/cpj8a_11.png
train/input/cpj8a_12.png,train/class_2/cpj8a_12.png
train/input/cpj8a_13.png,train/class_2/cpj8a_13.png
train/input/cpj8a_14.png,train/class_2/cpj8a_14.png
train/input/cpj8a_15.png,train/class_2/cpj8a_15.png
train/input/cpj8a_16.png,train/class_2/cpj8a_16.png
train/input/cpj8a_17.png,train/class_2/cpj8a_17.png
train/input/cpj8a_18.png,train/class_2/cpj8a_18.png
train/input/cpj8a_19.png,train/class_2/cpj8a_19.png
train/input/cpj8a_20.png,train/class_2/cpj8a_20.png
train/input/cpj8a_21.png,train/class_2/cpj8a_21.png
train/input/cpj8a_22.png,train/class_2/cpj8a_22.png
train/input/cpj8a_23.png,train/class_2/cpj8a_23.png
train/input/cpj8a_24.png,train/class_2/cpj8a_24.png
train/input/cpj8a_4.png,train/class_2/cpj8a_4.png
train/input/cpj8a_5.png,train/class_2/cpj8a_5.png
train/input/cpj8a_6.png,train/class_2/cpj8a_6.png
train/input/cpj8a_7.png,train/class_2/cpj8a_7.png
train/input/cpj8a_8.png,train/class_2/cpj8a_8.png
train/input/cpj8a_9.png,train/class_2/cpj8a_9.png
train/input/cpj9_10.png,train/class_2/cpj9_10.png
train/input/cpj9_11.png,train/class_2/cpj9_11.png
train/input/cpj9_12.png,train/class_2/cpj9_12.png
train/input/cpj9_14.png,train/class_2/cpj9_14.png
train/input/cpj9_15.png,train/class_2/cpj9_15.png
train/input/cpj9_16.png,train/class_2/cpj9_16.png
train/input/cpj9_17.png,train/class_2/cpj9_17.png
train/input/cpj9_18.png,train/class_2/cpj9_18.png
train/input/cpj9_19.png,train/class_2/cpj9_19.png
train/input/cpj9_2.png,train/class_2/cpj9_2.png
train/input/cpj9_20.png,train/class_2/cpj9_20.png
train/input/cpj9_21.png,train/class_2/cpj9_21.png
train/input/cpj9_22.png,train/class_2/cpj9_22.png
train/input/cpj9_23.png,train/class_2/cpj9_23.png
train/input/cpj9_24.png,train/class_2/cpj9_24.png
train/input/cpj9_25.png,train/class_2/cpj9_25.png
train/input/cpj9_3.png,train/class_2/cpj9_3.png
train/input/cpj9_4.png,train/class_2/cpj9_4.png
train/input/cpj9_6.png,train/class_2/cpj9_6.png
train/input/cpj9_7.png,train/class_2/cpj9_7.png
train/input/cpj9_8.png,train/class_2/cpj9_8.png
train/input/cpj9_9.png,train/class_2/cpj9_9.png
